SCT_ID,SCT_Code,SCT_DescriptionA_Type1,SCT_DescriptionA_Type2,SCT_DescriptionB,SCT_Semantic_Tags,SCT_Type,SCT_level
373406006,1,,Inflammatory disorder of genitourinary system,,disorder,Concept,"3,4"
386066000,1,,Disorder of vitamin B,,disorder,Concept,"3,4"
20957000,1,,Disorder of carbohydrate metabolism,,disorder,Concept,"3,4"
2929001,1,,Occlusion of artery,,disorder,Concept,"3,4"
26053008,1,,Infection caused by Ascomycetes,,disorder,Concept,"3,4"
125592002,1,,Injury of integument,,disorder,Concept,"3,4"
59258008,1,,Infection caused by Deuteromycetes,,disorder,Concept,"3,4"
126598008,1,,Neoplasm of connective tissues,,disorder,Concept,"3,4"
86175003,1,,Injury of heart,,disorder,Concept,"3,4"
8957000,1,,Coronary artery disease,,disorder,Concept,"3,4"
126651008,1,,Neoplasm of shoulder,,disorder,Concept,"3,4"
410730009,1,,Disorder of spinal region,,disorder,Concept,"3,4"
363503004,1,,Malignant tumor of upper limb,,disorder,Concept,"3,4"
90354008,1,,Complication of internal device,,disorder,Concept,"3,4"
408678008,1,,Healthcare associated infectious disease,"Infection associated with hospitalization, not present or incubating prior to admission, but generally occurring more than 72 hours after admission.",disorder,Concept,"3,4"
280871000,1,,Vascular degeneration,,disorder,Concept,"4,5"
195021004,1,,Primary dilated cardiomyopathy,,disorder,Concept,"4,5"
126600002,1,,Neoplasm of soft tissues,,disorder,Concept,"4,5"
108365000,1,,Infection of skin,,disorder,Concept,"4,5"
240226003,1,,Acquired skeletal deformity,,disorder,Concept,"4,5"
20072003,1,,Idiopathic cardiomyopathy,,disorder,Concept,"4,5"
60190000,1,,Injury of blood vessels of thorax,,disorder,Concept,"4,5"
88797001,1,,Complication of surgical procedure,,disorder,Concept,"4,5"
387837005,1,,Neoplasm of soft tissue,,disorder,Concept,"4,5"
33308003,1,,Disorder of back,Disorder of back including back of neck.,disorder,Concept,"4,5"
57662003,1,,Injury of blood vessel,,disorder,Concept,"5,6"
282026002,1,,Soft tissue injury,,disorder,Concept,"6,7"
105606008,1,,Injury of musculoskeletal system,,disorder,Concept,"7,8"
94392001,1,,Secondary malignant neoplasm of lymph node,,disorder,Concept,"0,1,2"
372064008,1,,Malignant neoplasm of female breast,,disorder,Concept,"0,1,3"
195029002,1,,Cardiomyopathy in disease EC,,disorder,Concept,"0,2,3"
235856003,1,,Disorder of liver,,disorder,Concept,"1,2,3"
255118005,1,,Secondary lymphangitic carcinoma,,disorder,Concept,"1,2,3"
264554005,1,,Neuropathy,,disorder,Concept,"1,2,3"
126537000,1,,Neoplasm of bone,,disorder,Concept,"1,2,3"
24526004,1,,Inflammatory bowel disease,Inflammatory bowel disease is a systemic disorder comprised of two major disorders: ulcerative colitis and Crohn disease. Crohn disease can affect any part of the digestive system while ulcerative colitis is confined to the colon. Both disorders may affect sites outside of the digestive system,disorder,Concept,"1,2,3"
128217007,1,,Disorder of skin AND/OR subcutaneous tissue of head,,disorder,Concept,"1,2,3"
127232002,1,,Neoplasm of lymph node,,disorder,Concept,"1,2,3"
415126001,1,,Pneumonitis due to inhaled substance,,disorder,Concept,"1,2,3"
449082003,1,,Sepsis due to Gram negative bacteria,,disorder,Concept,"1,2,3"
118937003,1,,Disorder of lower extremity,,disorder,Concept,"1,2,3"
421976005,1,,Hypersensitivity disorder,,disorder,Concept,"1,3,4"
127072000,1,,Allergic disorder,,disorder,Concept,"1,3,4"
312155003,1,,Genital infection,,disorder,Concept,"2,3,4"
118929006,1,,Disorder of axilla,,disorder,Concept,"2,3,4"
126767009,1,,Inflammatory disorder of intestine,,disorder,Concept,"2,3,4"
127345001,1,,Disorder of endocrine gonad,,disorder,Concept,"2,3,4"
443495005,1,,Neoplasm of lymphoid system structure,,disorder,Concept,"2,3,4"
371583007,1,,Disease due to Gram-negative bacteria,,disorder,Concept,"2,3,4"
414086009,1,,Embolism,,disorder,Concept,"2,3,4"
277606000,1,,Lymphoreticular tumor,,disorder,Concept,"2,3,4"
155597006,1,,Aspiration pneumonitis,,disorder,Concept,"2,3,4"
126951006,1,,Neoplasm of central nervous system,,disorder,Concept,"2,3,4"
129565002,1,,Disorder of skeletal AND/OR smooth muscle,,disorder,Concept,"2,3,4"
128045006,1,,Cellulitis,"Inflammation that may involve the skin and or subcutaneous tissues, and or muscle",disorder,Concept,"2,3,4"
233733000,1,,Toxic pneumonitis,,disorder,Concept,"2,3,4"
10001005,1,,Bacterial septicemia,,disorder,Concept,"2,3,4"
371582002,1,,Disease due to Gram-positive bacteria,,disorder,Concept,"2,3,4"
39898005,1,,Sleep disorder,,disorder,Concept,"2,3,4"
255060007,1,,Tumor of abdomen,,disorder,Concept,"2,3,4"
173300003,1,,Disorder of pregnancy,,disorder,Concept,"2,3,4"
85670002,1,,Vitamin deficiency,,disorder,Concept,"2,3,4"
128050000,1,,Neoplasm of abdomen,,disorder,Concept,"2,3,4"
193105005,1,,"Nerve, plexus and root disorders",,disorder,Concept,"2,3,4"
442868003,1,,Neoplasm of skeletal system,,disorder,Concept,"2,3,4"
2704003,1,,Acute disease,Any disease of sudden onset AND/OR short duration,disorder,Concept,"2,3,6"
609621000,1,,Disorder of perineum,,disorder,Concept,"2,4,5"
271807003,1,,Eruption of skin,,disorder,Concept,"2,4,6"
238111008,1,,Deficiency of micronutrients,,disorder,Concept,"3,4,5"
126650009,1,,Neoplasm of upper limb,,disorder,Concept,"3,4,5"
118944007,1,,Disorder of shoulder region,,disorder,Concept,"3,4,5"
126950007,1,,Neoplasm of nervous system,,disorder,Concept,"3,4,5"
105977003,1,,Non-infectious pneumonia,,disorder,Concept,"3,4,5"
363124003,1,,Female reproductive system disorder,,disorder,Concept,"3,4,5"
105592009,1,,Septicemia,,disorder,Concept,"3,4,5"
7521001,1,,Vitamin disease,,disorder,Concept,"3,4,5"
3218000,1,,Mycosis,,disorder,Concept,"3,4,5"
277466009,1,,Lymphoproliferative disorder,,disorder,Concept,"3,4,5"
733217006,1,,Injury of intrathoracic organ,,disorder,Concept,"3,4,5"
277543005,1,,Malignant white blood cell disorder,,disorder,Concept,"4,5,6"
399269003,1,,Arthropathy,,disorder,Concept,"4,5,6"
414026006,1,,Disorder of hematopoietic cell proliferation,,disorder,Concept,"4,5,6"
363227003,1,,Neoplasm of extremity,,disorder,Concept,"4,5,6"
19824006,1,,Infection of skin and/or subcutaneous tissue,,disorder,Concept,"4,5,6"
64667001,1,,Interstitial pneumonia,,disorder,Concept,"4,5,6"
269475001,1,,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue",,disorder,Concept,"5,6,7"
51615001,1,,Fibrosis of lung,,disorder,Concept,"5,6,7"
36485005,1,,Restrictive lung disease,,disorder,Concept,"6,7,8"
94391008,1,,Secondary malignant neoplasm of lung,,disorder,Concept,"0,2,3,4"
418925002,1,,Immune hypersensitivity reaction,,disorder,Concept,"1,2,3,4"
126927001,1,,Neoplasm of female breast,,disorder,Concept,"1,2,3,4"
254837009,1,,Malignant tumor of breast,,disorder,Concept,"1,2,3,4"
271737000,1,,Anemia,,disorder,Concept,"1,2,3,4"
76616003,1,,Disorder of lymph node,,disorder,Concept,"1,2,3,4"
45744005,1,,Disorder of mineral metabolism,,disorder,Concept,"1,2,3,4"
111000119104,1,,Nonischemic congestive cardiomyopathy,,disorder,Concept,"1,2,5,6"
94352003,1,,Secondary malignant neoplasm of intrathoracic organs,,disorder,Concept,"1,3,4,5"
93880001,1,,Primary malignant neoplasm of lung,,disorder,Concept,"1,3,4,5"
27624003,1,,Chronic disease,,disorder,Concept,"1,3,4,6"
182782007,1,,Dermatitis,,disorder,Concept,"1,3,4,6"
362975008,1,,Degenerative disorder,,disorder,Concept,"1,4,5,6"
65404009,1,,Undernutrition,,disorder,Concept,"1,4,5,6"
359557001,1,,Disorder of artery,,disorder,Concept,"2,3,4,5"
128999004,1,,Inflammatory disorder of digestive tract,,disorder,Concept,"2,3,4,5"
301811001,1,,Bacterial infection by site,,disorder,Concept,"2,3,4,5"
254532005,1,,Tumor of digestive organs,,disorder,Concept,"2,3,4,5"
128348002,1,,Neoplasm of digestive system,,disorder,Concept,"2,3,4,5"
38292009,1,,Red blood cell disorder,,disorder,Concept,"2,3,4,5"
362969004,1,,Disorder of endocrine system,,disorder,Concept,"2,3,4,5"
76069003,1,,Disorder of bone,,disorder,Concept,"2,3,4,5"
473023007,1,,Complication associated with device,,disorder,Concept,"2,3,4,5"
126926005,1,,Neoplasm of breast,,disorder,Concept,"2,3,4,5"
363229000,1,,Neoplasm of musculoskeletal system,,disorder,Concept,"2,3,4,5"
128269002,1,,Infectious disease of genitopelvic system,,disorder,Concept,"2,3,4,5"
399020009,1,,Congestive cardiomyopathy,,disorder,Concept,"2,3,6,7"
93841009,1,,Primary malignant neoplasm of intrathoracic organs,,disorder,Concept,"2,4,5,6"
269462001,1,,Malignant tumor of respiratory and intrathoracic organ,,disorder,Concept,"2,4,5,6"
1082601000112109,1,,Secondary malignant neoplasm of viscera,,disorder,Concept,"2,4,5,6"
93986008,1,,Primary malignant neoplasm of respiratory tract,,disorder,Concept,"2,4,5,6"
362968007,1,,Disorder of reproductive system,,disorder,Concept,"3,4,5,6"
89461002,1,,Primary cardiomyopathy,"Disease of the heart muscle associated with electrical or mechanical dysfunction, in which the heart is the sole or predominantly involved organ.",disorder,Concept,"3,4,5,6"
785875003,1,,Disorder of joint region,,disorder,Concept,"4,5,6,7"
27817002,1,,Internal injury of chest,,disorder,Concept,"4,5,6,7"
284006002,1,,Injury of thoracic cavity,,disorder,Concept,"4,5,6,7"
94515004,1,,Secondary malignant neoplasm of respiratory tract,,disorder,Concept,"1,2,3,4,5"
421961002,1,,Hypersensitivity reaction,A pathological process initiated by exposure to a defined stimulus at a dose tolerated by normal persons. It may be the manifestation of a disposition to hypersensitivity.,disorder,Concept,"1,2,3,4,5"
125583000,1,,Acquired deformity of upper limb,,disorder,Concept,"1,2,3,4,5"
189176002,1,,Infectious disease of genitourinary system,,disorder,Concept,"1,2,3,4,5"
81308009,1,,Disorder of brain,,disorder,Concept,"1,2,3,4,5"
85919009,1,,Disorder of intestine,,disorder,Concept,"1,2,3,4,5"
703938007,1,,Inflammatory dermatosis,,disorder,Concept,"1,2,4,5,6"
95880003,1,,Soft tissue infection,,disorder,Concept,"1,2,5,6,7"
79604008,1,,Disorder of breast,,disorder,Concept,"2,3,4,5,6"
373407002,1,,Inflammatory disorder of digestive system,,disorder,Concept,"2,3,4,5,6"
87628006,1,,Bacterial infectious disease,,disorder,Concept,"2,3,4,5,6"
609619005,1,,Disorder of pelvic region of trunk,,disorder,Concept,"2,3,4,5,6"
75934005,1,,Metabolic disease,,disorder,Concept,"2,3,4,5,6"
118934005,1,,Disorder of head,,disorder,Concept,"2,3,4,5,6"
128415001,1,,Neoplasm of digestive tract,,disorder,Concept,"2,3,4,5,6"
118947000,1,,Disorder of upper extremity,,disorder,Concept,"2,3,4,5,6"
255117000,1,,Metastasis to respiratory and intrathoracic organ,,disorder,Concept,"2,3,4,5,6"
23853001,1,,Disorder of the central nervous system,,disorder,Concept,"2,3,4,5,6"
79787007,1,,Disorder of lower gastrointestinal tract,,disorder,Concept,"2,3,4,5,6"
70241007,1,,Nutritional deficiency disorder,,disorder,Concept,"2,3,5,6,7"
54097007,1,,White blood cell disorder,,disorder,Concept,"3,4,5,6,7"
282728007,1,,Cardiovascular injury,,disorder,Concept,"3,4,5,6,7"
88230002,1,,Disorder of skeletal system,,disorder,Concept,"3,4,5,6,7"
233703007,1,,Interstitial lung disease,,disorder,Concept,"4,5,6,7,8"
262525000,1,,Chest injury,,disorder,Concept,"4,5,6,7,8"
105612003,1,,Injury of internal organ,,disorder,Concept,"4,5,6,7,8"
284346004,1,,Injury of body cavity structure,,disorder,Concept,"5,6,7,8,9"
363044007,1,,Connective tissue disorder by body site,,disorder,Concept,"5,6,7,8,9"
280133005,1,,Disorder of soft tissue of trunk,,disorder,Concept,"5,6,7,8,9"
363358000,1,,Malignant tumor of lung,,disorder,Concept,"1,2,3,4,5,6"
116224001,1,,Complication of procedure,,disorder,Concept,"1,2,3,4,5,6"
95324001,1,,Skin lesion,,disorder,Concept,"1,2,3,4,5,7"
71932004,1,,Cardiac dilatation,,disorder,Concept,"1,2,3,4,7,8"
233604007,1,,Pneumonia,,disorder,Concept,"1,3,4,5,6,7"
42030000,1,,Disorder of the genitourinary system,,disorder,Concept,"2,3,4,5,6,7"
363168001,1,,Inflammation of skin and/or subcutaneous tissue,,disorder,Concept,"2,3,4,5,6,7"
312087002,1,,Disorders following clinical procedure,,disorder,Concept,"2,3,4,5,6,7"
428100006,1,,Malignant neoplasm of thoracic cavity structure,,disorder,Concept,"2,3,4,5,6,7"
94649002,1,,Secondary malignant neoplasm of trunk,,disorder,Concept,"2,3,4,5,6,7"
119292006,1,,Disorder of gastrointestinal tract,,disorder,Concept,"2,3,4,5,6,7"
118940003,1,,Disorder of nervous system,,disorder,Concept,"2,3,4,5,6,7"
430621000,1,,Malignant neoplasm of lower respiratory tract,,disorder,Concept,"2,3,4,5,6,7"
118948005,1,,Disorder of abdomen,,disorder,Concept,"2,3,4,5,6,7"
126713003,1,,Neoplasm of lung,,disorder,Concept,"2,3,4,5,6,7"
35688006,1,,Complication of medical care,"A disorder, which is not a natural consequence or progression of any pre-existing disorder, resulting from a diagnostic procedure or any form of therapy that is not an intended or expected outcome.",disorder,Concept,"2,3,4,5,6,7"
8186001,1,,Cardiomegaly,,disorder,Concept,"2,3,4,5,8,9"
95436008,1,,Lung consolidation,,disorder,Concept,"2,4,5,6,7,8"
609618002,1,,Disorder of abdominal segment of trunk,,disorder,Concept,"3,4,5,6,7,8"
822988000,1,,Disorder of abdominopelvic segment of trunk,,disorder,Concept,"3,4,5,6,7,8"
706912001,1,,Complication of health care,"A disorder, which is not a natural consequence or progression of any pre-existing disorder, resulting from a diagnostic procedure or any form of therapy that is not an intended or expected outcome of its use administered within a healthcare system.",disorder,Concept,"3,4,5,6,7,8"
414825006,1,,Neoplasm of hematopoietic cell type,,disorder,Concept,"3,4,5,6,7,8"
84410009,1,,Disorder of digestive tract,,disorder,Concept,"3,4,5,6,7,8"
48125009,1,,Injury of trunk,,disorder,Concept,"10,5,6,7,8,9"
91302008,1,,Systemic infection,,disorder,Concept,"0,1,2,3,4,5,6"
17230005,1,,Acquired deformity of limb,,disorder,Concept,"1,2,3,4,5,6,7"
238149007,1,,Systemic inflammatory response syndrome,,disorder,Concept,"1,2,3,4,5,6,7"
431193003,1,,Infection of bloodstream,"The presence of live pathogens in the blood causing significant clinical consequences such as fever, chills, or hypotension.",disorder,Concept,"1,2,3,4,5,6,7"
188361007,1,,Malignant tumor of thorax,,disorder,Concept,"2,3,4,5,6,7,8"
2492009,1,,Nutritional disorder,,disorder,Concept,"2,3,4,5,6,7,8"
126638003,1,,Neoplasm of intrathoracic organs,,disorder,Concept,"2,3,4,5,6,7,8"
414022008,1,,Disorder of cellular component of blood,,disorder,Concept,"2,3,4,5,6,7,8"
128605003,1,,Disorder of extremity,,disorder,Concept,"2,3,4,5,6,7,8"
449096009,1,,Malignant neoplasm of respiratory system,,disorder,Concept,"2,3,4,5,6,7,8"
239953001,1,,Soft tissue lesion,,disorder,Concept,"2,3,4,5,6,7,8"
129154003,1,,Hematologic neoplasm,,disorder,Concept,"2,3,4,5,6,7,8"
205237003,1,,Pneumonitis,,disorder,Concept,"2,3,4,5,6,7,8"
118943001,1,,Disorder of pelvic region,,disorder,Concept,"2,3,4,5,6,7,8"
29913006,1,,Rheumatism,,disorder,Concept,"3,4,5,6,7,8,9"
414823004,1,,Neoplasm affecting hematopoietic structure,,disorder,Concept,"3,4,5,6,7,8,9"
282744003,1,,Injury of body structure,,disorder,Concept,"10,4,5,6,7,8,9"
85898001,1,,Cardiomyopathy,,disorder,Concept,"1,2,3,4,5,6,7,8"
238147009,1,,Organ dysfunction syndrome,,disorder,Concept,"1,2,3,4,5,6,7,8"
301810000,1,,Infection by site,,disorder,Concept,"1,2,3,4,5,6,7,8"
40668007,1,,Acquired musculoskeletal deformity,,disorder,Concept,"1,2,3,4,5,6,7,8"
95320005,1,,Disorder of skin,,disorder,Concept,"1,2,3,4,5,6,7,8"
128462008,1,,Secondary malignant neoplastic disease,,disorder,Concept,"1,2,3,4,5,6,7,8"
414029004,1,,Disorder of immune function,,disorder,Concept,"1,2,3,4,5,6,7,8"
254618003,1,,Tumor of lower respiratory tract,,disorder,Concept,"1,3,4,5,6,7,8,9"
233814000,1,,Tumor of lower respiratory tract and mediastinum,,disorder,Concept,"2,3,4,5,6,7,8,9"
80659006,1,,Disorder of skin and/or subcutaneous tissue,,disorder,Concept,"2,3,4,5,6,7,8,9"
57809008,1,,Myocardial disease,,disorder,Concept,"2,3,4,5,6,7,8,9"
94111002,1,,Primary malignant neoplasm of trunk,,disorder,Concept,"2,3,4,5,6,7,8,9"
116223007,1,,Complication,,disorder,Concept,"2,3,4,5,6,7,8,9"
128997002,1,,Inflammatory disorder of lower respiratory tract,,disorder,Concept,"2,3,4,5,6,7,8,9"
76712006,1,,Disorder of digestive organ,,disorder,Concept,"2,3,4,5,6,7,8,9"
109357005,1,,Primary malignant neoplasm of ill-defined site,,disorder,Concept,"2,3,4,5,6,7,8,9"
362977000,1,,Sequela,,disorder,Concept,"10,3,4,5,6,7,8,9"
126725000,1,,Neoplasm of mediastinum,,disorder,Concept,"10,3,4,5,6,7,8,9"
363180009,1,,Inflammatory disorder of the respiratory tract,,disorder,Concept,"10,3,4,5,6,7,8,9"
53619000,1,,Disorder of digestive system,,disorder,Concept,"10,3,4,5,6,7,8,9"
363357005,1,,Malignant tumor of ill-defined site,,disorder,Concept,"10,3,4,5,6,7,8,9"
372087000,1,,Primary malignant neoplasm,,disorder,Concept,"10,3,4,5,6,7,8,9"
363169009,1,,Inflammation of specific body organs,,disorder,Concept,"1,2,3,4,5,6,7,8,9"
19829001,1,,Disorder of lung,,disorder,Concept,"1,2,3,4,5,6,7,8,9"
40733004,1,,Infectious disease,,disorder,Concept,"1,2,3,4,5,6,7,8,9"
373405005,1,,Inflammatory disorder of the respiratory system,,disorder,Concept,"10,11,4,5,6,7,8,9"
8316001,1,,Arthropathy,,disorder,Concept,"10,11,4,5,6,7,8,9"
94147001,1,,Mediastinal mass,,disorder,Concept,"10,11,4,5,6,7,8,9"
128599005,1,,Structural disorder of heart,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
111590001,1,,Disorder of lymphoid system,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
128272009,1,,Disorder of lower respiratory system,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
126667002,1,,Neoplasm of respiratory tract,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
128598002,1,,Disorder of integument,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
234087005,1,,Disorders of lymph node and lymphatics,,disorder,Concept,"10,2,3,4,5,6,7,8,9"
414027002,1,,Disorder of hematopoietic structure,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
448708002,1,,Neoplasm of respiratory system,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
262515005,1,,Injury of body region,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
609336008,1,,Traumatic injury by site,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
414030009,1,,Disorder of immune structure,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
302817000,1,,Malignant tumor of unknown origin or ill-defined site,,disorder,Concept,"10,11,3,4,5,6,7,8,9"
38807002,1,,Disorder: Primary malignant neoplasm,,disorder,Concept,"1,10,2,3,4,5,6,7,8,9"
56265001,1,,Heart disease,,disorder,Concept,"10,11,2,3,4,5,6,7,8,9"
255058005,1,,Tumor of thorax,,disorder,Concept,"10,11,2,3,4,5,6,7,8,9"
362971004,1,,Disorder of lymphatic system,,disorder,Concept,"10,11,2,3,4,5,6,7,8,9"
312225001,1,,Musculoskeletal and connective tissue disorder,,disorder,Concept,"10,11,2,3,4,5,6,7,8,9"
274738006,1,,Chest lump,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
609411003,1,,Traumatic and/or non-traumatic injury of anatomical site,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
255054007,1,,Tumor of ill-defined site,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
49483002,1,,Disorder of mediastinum,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
105969002,1,,Disorder of connective tissue,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
234337006,1,,"Disorders of blood, lymphatics and immune system",,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
126637008,1,,Neoplasm of trunk,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
123397009,1,,Injury of anatomical site,,disorder,Concept,"10,11,12,3,4,5,6,7,8,9"
122549002,1,,Injury,Disorder resulting from physical damage to the body,disorder,Concept,"10,11,12,13,4,5,6,7,8,9"
60915007,1,,Chest mass,,disorder,Concept,"10,11,12,13,4,5,6,7,8,9"
255050003,1,,Tumor of unknown origin or ill-defined site,,disorder,Concept,"10,11,12,13,4,5,6,7,8,9"
417746004,1,,Traumatic injury,Disorder resulting from physical damage to the body,disorder,Concept,"1,10,11,12,3,4,5,6,7,8,9"
928000,1,,Disorder of musculoskeletal system,,disorder,Concept,"10,11,12,2,3,4,5,6,7,8,9"
373434004,1,,Disorder of blood vessels of throax,,disorder,Concept,"10,11,12,2,3,4,5,6,7,8,9"
280129003,1,,Disorder of soft tissue of thoracic cavity,,disorder,Concept,"10,11,12,13,3,4,5,6,7,8,9"
363346000,1,,Malignant tumor,,disorder,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
50043002,1,,Disorder of respiratory system,,disorder,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
363171009,1,,Inflammation of specific body systems,,disorder,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
280128006,1,,Disorder of soft tissue of body cavity,,disorder,Concept,"10,11,12,13,14,4,5,6,7,8,9"
363170005,1,,Inflammation of specific body structures or tissue,,disorder,Concept,"10,11,12,13,2,3,4,5,6,7,8,9"
27550009,1,,Vascular disease,,disorder,Concept,"10,11,12,13,2,3,4,5,6,7,8,9"
417163006,1,,Traumatic or non-traumatic injury,Disorder resulting from physical damage to the body,disorder,Concept,"10,11,12,13,2,3,4,5,6,7,8,9"
118946009,1,,Disorder of thorax,,disorder,Concept,"10,11,12,13,14,2,3,4,5,6,7,8,9"
49601007,1,,Disorder of cardiovascular system,,disorder,Concept,"10,11,12,13,14,2,3,4,5,6,7,8,9"
609622007,1,,Disorder of thoracic segment of trunk,,disorder,Concept,"10,11,12,13,14,15,3,4,5,6,7,8,9"
128139000,1,,Inflammatory disorder,,disorder,Concept,"1,10,11,12,13,14,2,3,4,5,6,7,8,9"
127331007,1,,Neoplasm by body site,,disorder,Concept,"1,10,11,12,13,14,2,3,4,5,6,7,8,9"
362965005,1,,Disorder of body system,,disorder,Concept,"10,11,12,13,14,15,2,3,4,5,6,7,8,9"
55342001,1,,Neoplastic disease,,disorder,Concept,"10,11,12,13,14,15,2,3,4,5,6,7,8,9"
19660004,1,,Disorder of soft tissue,,disorder,Concept,"10,11,12,13,14,15,2,3,4,5,6,7,8,9"
399902003,1,,Disorder of body cavity,,disorder,Concept,"10,11,12,13,14,15,2,3,4,5,6,7,8,9"
128121009,1,,Disorder of trunk,,disorder,Concept,"10,11,12,13,14,15,16,3,4,5,6,7,8,9"
399981008,1,,Neoplasm and/or hamartoma,,disorder,Concept,"10,11,12,13,14,15,16,3,4,5,6,7,8,9"
123946008,1,,Disorder by body site,,disorder,Concept,"10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9"
64572001,1,,Disease,,disorder,Concept,"1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9"
417943000,1,,Methicillin susceptible Staphylococcus aureus,,organism,Concept,1
115329001,1,,Methicillin resistant Staphylococcus aureus,,organism,Concept,1
49872002,1,,Virus,,organism,Concept,1
418248000,1,,Antimicrobial susceptible bacteria,,organism,Concept,2
710891006,1,,Methicillin resistant Staphylococcus,,organism,Concept,2
419708002,1,,Antimicrobial susceptible organism,,organism,Concept,3
42025004,1,,Serratia,,organism,Concept,"1,2"
3092008,1,,Staphylococcus aureus,,organism,Concept,"1,2"
409793007,1,,Antimicrobial resistant bacteria,,organism,Concept,"2,3"
127535004,1,,"Staphylococcus, coagulase positive",,organism,Concept,"2,3"
106544002,1,,Family Enterobacteriaceae,,organism,Concept,"2,3"
115173005,1,,Subclass Facultatively Anaerobic Gram Negative Rods,,organism,Concept,"3,4"
417937002,1,,Order Enterobacteriales,,organism,Concept,"3,4"
87836004,1,,Ascomycete,,organism,Concept,"4,5"
426192000,1,,Class Ascomycetes,,organism,Concept,"4,5"
114244009,1,,Class Scotobacteria,,organism,Concept,"4,5"
413864003,1,,Class Gammaproteobacteria,,organism,Concept,"4,5"
115167009,1,,Division Gracilicutes,,organism,Concept,"5,6"
409852006,1,,Phylum Proteobacteria,,organism,Concept,"5,6"
409792002,1,,Antimicrobial resistant organism,,organism,Concept,"2,3,4"
77309002,1,,Coliform bacteria,,organism,Concept,"2,3,4"
3265006,1,,Genus Candida,,organism,Concept,"1,2,3,4"
65119002,1,,Staphylococcus,,organism,Concept,"1,2,3,4"
426013006,1,,Order Saccharomycetales,,organism,Concept,"2,3,4,5"
414185006,1,,Facultative anaerobic bacteria,,organism,Concept,"2,3,4,5"
106567000,1,,Form family Cryptococcaceae,,organism,Concept,"2,3,4,5"
115105004,1,,Family micrococcaceae,,organism,Concept,"2,3,4,5"
414225004,1,,Family Staphylococcaceae,,organism,Concept,"2,3,4,5"
115196005,1,,Subclass Gram Positive Cocci,,organism,Concept,"3,4,5,6"
426951008,1,,Subclass Saccharomycetidae,,organism,Concept,"3,4,5,6"
106566009,1,,Form class Blastomycetes,,organism,Concept,"3,4,5,6"
409842007,1,,Order Bacillales,,organism,Concept,"3,4,5,6"
415656009,1,,Suborder Micrococcineae,,organism,Concept,"3,4,5,6"
416207009,1,,Class Bacilli,,organism,Concept,"4,5,6,7"
426043008,1,,Class Saccharomycetes,,organism,Concept,"4,5,6,7"
420426008,1,,Class Deuteromycetes,,organism,Concept,"4,5,6,7"
409833000,1,,Order Actinomycetales,,organism,Concept,"4,5,6,7"
409835007,1,,Subclass Actinobacteridae,,organism,Concept,"5,6,7,8"
243226004,1,,Catalase-positive Gram-positive coccus,,organism,Concept,"2,3,4,5,6"
59206002,1,,Gram-positive coccus,,organism,Concept,"3,4,5,6,7"
87172008,1,,Gram-negative bacillus,,organism,Concept,"3,4,5,6,7"
83045001,1,,Cocci,,organism,Concept,"4,5,6,7,8"
115195009,1,,Phylum Firmicutes,,organism,Concept,"4,5,6,7,8"
413857000,1,,Class Actinobacteria,,organism,Concept,"5,6,7,8,9"
409823008,1,,Phylum Actinobacteria,,organism,Concept,"10,5,6,7,8,9"
45970004,1,,Deuteromycete,,organism,Concept,"1,2,3,4,5,6,7"
83514008,1,,Gram-positive bacillus,,organism,Concept,"10,11,6,7,8,9"
415098006,1,,Phylum Ascomycota,,organism,Concept,"2,3,4,5,6,7,8"
81325006,1,,Gram-negative bacterium,,organism,Concept,"2,3,4,5,6,7,8"
289924001,1,,Fungal microorganism,,organism,Concept,"2,3,4,5,6,7,8"
106565008,1,,Phylum Deuteromycota,,organism,Concept,"2,3,4,5,6,7,8"
23496000,1,,Fungus,,organism,Concept,"3,4,5,6,7,8,9"
427438002,1,,Fungi/Metazoa group,,organism,Concept,"3,4,5,6,7,8,9"
414561005,1,,Kingdom Fungi,,organism,Concept,"10,3,4,5,6,7,8,9"
415671008,1,,Superkingdom Eukaryota,,organism,Concept,"10,11,4,5,6,7,8,9"
